"V1" "V2" "V3" "V4"
"1" 0.543035265925688 6.60589002139e-06 0.456919301727261 3.88264570292787e-05
"2" 0.524601875333943 0.000315635527136692 0.474958034836359 0.000124454302561124
"3" 7.51712143687172e-07 0.367397959955634 0.632595488270957 5.8000612657996e-06
"4" 0.999787959540904 0.000158699128415184 9.64594719422772e-08 5.32448712084945e-05
"5" 0.465173551868394 0.198221412932864 0.336599638945236 5.3962535055356e-06
"6" 0.509236008128253 0.000484479347637184 0.35693600629118 0.13334350623293
"7" 0.688821580947648 9.10292411690805e-05 0.311035870384364 5.15194268192565e-05
"8" 0.639529706360759 5.55279507209215e-05 0.360377303739993 3.7461948527093e-05
"9" 0.999941380520199 5.46251693531821e-06 3.84281282589166e-05 1.47288346070974e-05
"10" 0.339973277652739 2.67517640627577e-05 0.659918995435667 8.09751475307192e-05
"11" 5.06390550033945e-08 7.38332206225489e-06 0.999951492216322 4.10738225609169e-05
"12" 0.601356479399165 8.55927911869686e-06 0.398616212263828 1.87490578884869e-05
"13" 0.81049273574057 2.60142546615467e-05 0.189478656677076 2.59332769229568e-06
"14" 0.393243957798746 0.148325294206642 0.458430623746259 1.24248353172296e-07
"15" 0.449236949334039 0.226623523837253 0.324082078722684 5.74481060240968e-05
"16" 7.37014917123709e-06 4.31315397970775e-07 0.999991404885924 7.93649506747424e-07
"17" 4.91738887232071e-06 5.29422291853656e-07 0.999993803943967 7.49244868869399e-07
"18" 0.137686640638621 7.00043175106257e-05 0.862137042122071 0.000106312921797403
"19" 0.999999999914636 2.84547111428874e-11 2.84547883288191e-11 2.84547117835811e-11
"20" 0.822776363093681 0.177095819038217 3.68391590534288e-05 9.09787090480634e-05
"21" 0.846394444743755 2.4651479237133e-06 0.153460977565313 0.000142112543007701
"22" 0.217452832247282 8.85168332677921e-05 0.782430713414867 2.79375045827415e-05
"23" 2.84547123644538e-11 2.84547403598504e-11 0.999999999914636 2.84547403123177e-11
"24" 0.54993047095714 6.57184010145688e-05 0.126515005208633 0.323488805433212
"25" 0.108902697229263 0.116533302183075 0.677932628095092 0.0966313724925694
"26" 0.586855913284886 0.249726520129085 6.8580037908293e-05 0.163348986548121
"27" 5.00436933342606e-05 0.253236747172782 0.746650370450167 6.28386837170044e-05
"28" 0.203203898519272 3.32471472909737e-05 0.79671766912394 4.51852094971325e-05
"29" 0.698573390163489 0.000246571079967769 0.000565621618801335 0.300614417137742
"30" 0.999701028281332 8.28042753892936e-07 0.000241264926600475 5.6878749314057e-05
"31" 0.00156224242382665 0.529618633973745 0.468818218694729 9.0490769917347e-07
"32" 0.000222769709329521 0.2833743777477 0.716397606910169 5.24563280160708e-06
"33" 0.403017725970816 0.596916710799254 2.42380972091338e-05 4.13251327209169e-05
"34" 0.788613105581133 0.000119438188729177 0.211184811079906 8.26451502321465e-05
"35" 0.421544661258211 2.67129790416327e-05 0.578403185171873 2.5440590875062e-05
"36" 0.999810185626383 0.000119191775239778 6.91652412462289e-05 1.45735713064922e-06
"37" 0.000687434473277048 0.244591123813924 0.754682956990615 3.84847221837783e-05
"38" 1.96157587841984e-05 1.07225733767549e-06 0.999978087774161 1.22420971712028e-06
"39" 1.4711645046091e-05 3.92097557233105e-06 0.999979454921263 1.91245811900758e-06
"40" 0.276908698483081 7.32995677141388e-05 0.722969217721712 4.87842274925792e-05
"41" 0.000351637628538346 0.293413557701601 0.390515023410714 0.315719781259147
"42" 0.694703387306684 0.000188083467043521 0.304651505605614 0.000457023620658147
"43" 0.526671280538387 7.25027082129587e-05 0.473231180200934 2.50365524659368e-05
"44" 0.363428775557153 7.01020765945697e-05 0.000521157429974948 0.635979964936278
"45" 0.361272211065826 0.11764455593523 0.361100338736441 0.159982894262503
"46" 0.499197642903798 0.00020548571824666 0.50056359408533 3.32772926254554e-05
"47" 0.693130679964878 1.48961123892648e-06 5.15459797479355e-06 0.306862675825908
"48" 0.573675961363652 0.000885323560482912 0.210624508010058 0.214814207065807
"49" 0.602389927869457 7.37046251067506e-06 0.397489720229907 0.000112981438124855
"50" 0.000195775183113773 1.05516025985651e-05 0.785495435995435 0.214298237218853
"51" 1.66493527734326e-05 0.999978819885737 3.13392587746318e-06 1.39683561167229e-06
"52" 0.999810983467539 0.000126994266967115 1.75668910971955e-06 6.02655763839935e-05
"53" 0.639736328997121 5.01948872541758e-06 0.360185990460305 7.26610538482647e-05
"54" 0.0547872375522842 0.24108001555839 0.703728087444631 0.000404659444694787
"55" 0.330439155253947 1.09767572413492e-05 0.669535017637637 1.48503511751086e-05
"56" 0.375276572373881 4.80807818798064e-05 0.624440499442205 0.000234847402033511
"57" 5.17515641081902e-06 1.15857160634693e-08 0.999994806496838 6.76103528525082e-09
"58" 0.390616120481722 0.00016915475979981 3.15475549072532e-05 0.609183177203571
"59" 0.000171493902477604 0.369148035893667 0.630667643269745 1.28269341105057e-05
"60" 0.545117751447507 0.000380116042899782 0.454113284472771 0.000388848036821654
"61" 0.633178361107592 0.000154111807931166 0.134446344642529 0.232221182441948
